id,u,v,x1,x2,r,x3,x4,x5,y
123,4.6,0.4,0.62430876,0.212497697,0.231300708,-1.809639754,-0.262552027,2.090314189,3.394612944
124,4.8,0.4,0.529720181,0.329568948,-1.17650985,-0.456856295,1.945833955,1.201931367,2.125823637
125,5,0.4,0.413440684,0.698786414,0.463052569,1.31360177,0.43368559,1.621630307,4.288023399
126,5.2,0.4,0.238062426,0.795620527,-0.517534748,-1.09523838,1.001016917,1.307047029,3.21101465
127,5.4,0.4,0.546955126,0.154827834,-0.040710996,0.471421447,-0.328126475,0.827231307,3.232187044
128,5.6,0.4,0.10736694,0.604373065,0.738758913,0.219672056,0.066733507,0.765683976,3.974502417
129,5.8,0.4,0.150719085,0.06192937,-0.411438001,0.402288659,1.977947515,1.526980442,1.982804932
130,6,0.4,0.402182516,0.06550531,0.99698252,-0.891506243,1.526609613,1.55543081,3.892293076
131,6.2,0.4,0.22033051,0.103287289,-1.729827805,2.305733865,-0.054448429,-0.963067446,0.862121089
132,6.4,0.4,0.732293828,0.713764183,-0.534911113,1.433461865,-0.806054576,-0.391545859,4.035076413
133,6.6,0.4,0.431560182,0.261364487,-0.147667454,-0.05347724,1.757186198,-0.375843346,3.014845686
134,6.8,0.4,0.670020889,0.740840886,-0.910839266,-0.254454481,-0.382891228,-0.275396181,3.404776441
135,7,0.4,0.643296383,0.134558459,-0.977129071,0.507667639,-0.327489631,-0.865943299,2.168792431
136,7.2,0.4,0.133543945,0.047337195,-1.131485479,1.134780172,0.549403182,0.663768642,0.846399131
137,7.4,0.4,0.916119619,0.311805661,-0.913060095,0.825484157,-1.195423997,0.731792322,2.709646357
138,7.6,0.4,0.742439086,0.65273976,0.012487223,-0.957301761,1.312939476,0.152696778,3.694939213
139,7.8,0.4,0.158671561,0.593877036,0.028393321,-1.942252052,1.196687225,-0.894561777,2.468745152
140,8,0.4,0.924365011,0.074192567,0.105340828,-0.247970365,-0.306179251,-0.283249794,2.794790571
141,8.2,0.4,0.329464156,0.508977503,1.63276361,-1.242643398,-1.215300104,-0.23991375,3.827175731
142,8.4,0.4,0.443975479,0.200660132,0.882216918,-0.577168962,1.036759169,-0.337470412,2.595117555
143,8.6,0.4,0.46788122,0.593157853,0.414715969,-0.771934516,0.366977791,0.161428484,2.482086476
144,8.8,0.4,0.321210662,0.727333584,0.057541549,-0.369198059,-0.750752665,0.292886329,1.859903668
145,9,0.4,0.068911197,0.966490753,1.090387078,0.086107905,0.34349646,1.378152187,2.622812662
146,9.2,0.4,0.938519457,0.026154972,-1.055129306,1.410734757,-1.277618063,0.669304999,0.155421053
147,9.4,0.4,0.221519847,0.104420142,-0.616729539,0.21433609,1.203619073,0.729228454,-0.414200864
148,9.6,0.4,0.437781546,0.8732344,-0.709907242,0.381179738,0.31195651,0.189537586,0.380773535
149,9.8,0.4,0.743496613,0.231087763,1.087146877,0.657270603,0.160862778,0.535320403,1.551784256
150,0,0.6,0.808858599,0.912347172,1.02221408,-0.438044055,0.54265852,-0.048398372,0.826979709
151,0.2,0.6,0.71661727,0.110708056,-0.200315771,-0.288480525,0.579257703,1.059825314,-1.166405698
152,0.4,0.6,0.744300972,0.331748994,0.727929423,-0.776057749,0.592873847,-0.532354423,0.188947157
153,0.6,0.6,0.853515623,0.731742076,0.519062644,0.203910066,-1.310434979,-1.719004938,0.781185348
154,0.8,0.6,0.721837268,0.61911322,-1.484325119,-0.680483192,-0.742084679,0.145841503,-1.312076112
155,1,0.6,0.585861438,0.520856658,0.475181533,-0.215480015,-0.204943306,0.454786433,0.549859462
156,1.2,0.6,0.358582416,0.615128001,0.351706545,0.2711667,0.693055978,-0.458021286,0.469308811
157,1.4,0.6,0.843634504,0.575279078,0.641603576,-0.402436257,0.29590365,0.042630343,1.593126784
158,1.6,0.6,0.795091195,0.949249989,1.805049187,-0.349209216,-0.472229696,-0.67298535,3.53047522
159,1.8,0.6,0.036038864,0.57529443,-1.174237676,-1.54698462,0.719413554,-0.954863935,-0.955398399
160,2,0.6,0.475156105,0.934613491,-1.303303489,-1.359482584,-0.82740991,-0.011959363,0.434021718
161,2.2,0.6,0.46041479,0.677293441,-1.770903482,0.322803653,-0.86129403,-0.518860462,-0.259756836
162,2.4,0.6,0.127821073,0.821633771,0.605833059,1.189744531,0.638511924,-0.213745026,2.066052311
163,2.6,0.6,0.727703919,0.281768882,0.20206433,-1.220228669,0.402979131,-0.516342706,1.910905348
164,2.8,0.6,0.194604061,0.436857167,2.061851141,-1.612629872,0.986614444,-0.093791246,3.36276511
165,3,0.6,0.64022554,0.264355277,-0.907440067,0.618745783,0.885021449,0.675896423,1.067104779
166,3.2,0.6,0.428487666,0.920348975,-0.193098108,1.726369037,-0.041275623,0.289598115,2.910921646
167,3.4,0.6,0.541577098,0.816533035,-1.052464461,-1.174679998,0.26979108,-0.264435107,2.27485014
168,3.6,0.6,0.605816691,0.753185883,1.524380243,0.191272125,0.808953726,1.17397886,5.055355584
169,3.8,0.6,0.412998389,0.89820538,-0.602238096,-0.578557535,0.904330249,0.571292542,3.058546109
170,4,0.6,0.529282589,0.882345821,-1.109102279,0.324245672,1.019882723,-0.472890028,2.927573882
171,4.2,0.6,0.825920375,0.045369623,0.188054442,-0.966921166,-1.330227359,1.543293244,3.217178224
172,4.4,0.6,0.4956037,0.543824821,0.40503125,-0.628498245,2.460824199,0.831136104,3.985044662
173,4.6,0.6,0.272930092,0.688102092,-0.384414302,0.812361711,-0.286748698,-0.271681467,3.194083135
174,4.8,0.6,0.144317145,0.14137322,0.109979012,-0.531474944,-1.367413085,1.229993112,2.385015184
175,5,0.6,0.365104973,0.352463279,-0.788217538,2.152602615,-0.015990541,-0.719418471,2.467580301
176,5.2,0.6,0.659615411,0.136832434,1.066179644,-0.40933942,-0.199930989,0.054286556,4.522910699
177,5.4,0.6,0.681760692,0.898912173,-0.234913577,0.090019902,1.523550968,0.124803902,4.938139112
178,5.6,0.6,0.411780031,0.749947014,-0.638677831,-0.758848934,1.278256075,-1.563962428,3.718574927
179,5.8,0.6,0.007014476,0.249923168,1.768775759,0.50108819,0.711333668,1.282048946,4.298203542
180,6,0.6,0.614216009,0.223856368,1.995080004,0.978118027,-1.529728929,-0.269463021,5.648836649
181,6.2,0.6,0.403320607,0.28619153,0.152097859,1.425454111,0.442515712,0.175078659,3.504817406
182,6.4,0.6,0.706157125,0.79845374,-1.650956203,1.203595431,-0.148403967,-1.128881165,3.274715653
183,6.6,0.6,0.725885658,0.424575471,-1.39262979,1.126943789,-1.59905222,0.512486198,2.731539338
184,6.8,0.6,0.474955672,0.54091177,1.521756833,1.644127505,-0.089917808,0.29148479,5.320856047
185,7,0.6,0.023477586,0.186814065,1.63085307,-1.102736329,0.727216909,0.543458774,3.818745746
186,7.2,0.6,0.791439616,0.223517705,-0.627988528,0.464859305,0.233390379,0.743586817,2.874736773
187,7.4,0.6,0.850398947,0.319187705,1.4827925,-1.405459208,-1.571759891,-1.665959052,5.114630083
188,7.6,0.6,0.176087399,0.395466591,-1.016541227,-0.458971134,-0.947130896,-1.336743193,1.45583572
189,7.8,0.6,0.177144851,0.157103558,-1.27704873,-0.768237289,-0.694414941,-0.692303051,0.611240939
190,8,0.6,0.20919065,0.905674998,0.36424722,0.668131963,-0.146570699,0.265285877,3.427762105
191,8.2,0.6,0.577021016,0.822237702,-0.474625468,-1.029969241,-1.262132613,-0.674558547,2.789265404
192,8.4,0.6,0.377779331,0.260818785,-1.910852477,-0.133339777,-1.996714752,-0.207743981,-0.087226857
193,8.6,0.6,0.896154708,0.869660875,2.023351227,-0.975980458,-0.765866282,-1.574130388,5.304772151
194,8.8,0.6,0.620308957,0.22647086,-1.110032395,-0.10689899,1.17463868,0.325973926,0.559396713
195,9,0.6,0.814387213,0.91858061,-0.585858276,-0.91201715,1.012109399,-1.224144073,2.070230144
196,9.2,0.6,0.748943545,0.823976113,0.742709774,1.716906018,-1.898193454,0.548498294,2.887827932
197,9.4,0.6,0.74344371,0.463885835,-0.524671,-0.015607215,0.053819602,0.092825074,0.864024238
198,9.6,0.6,0.316674797,0.031892486,0.512739212,0.102615443,-0.972538148,-0.84037987,0.650246441
199,9.8,0.6,0.41469506,0.826691001,0.733730189,-1.045440016,-0.997787178,-0.673971742,1.630631881
200,0,0.8,0.722152522,0.187894889,1.034691828,-1.149526334,-1.042290345,0.00951287,0.094960574
201,0.2,0.8,0.307886172,0.747665799,-0.379021769,0.128069851,-1.307772196,-0.111327755,-0.973370207
202,0.4,0.8,0.274077737,0.813959021,-0.541123481,-0.527323004,0.170856564,-1.587182524,-0.893537843
203,0.6,0.8,0.296694144,0.146746539,-0.652836685,-1.93599201,-0.73779936,-0.396527254,-1.65541668
204,0.8,0.8,0.981295669,0.687807414,0.313197315,0.597584768,0.542702061,-1.013236735,1.074434046
205,1,0.8,0.097163112,0.195467455,1.20091607,-2.039761112,-0.405169742,0.107068605,0.338526026
206,1.2,0.8,0.371000457,0.589627122,0.516835579,0.958506562,-0.168134759,-0.44377072,0.827568846
207,1.4,0.8,0.698412922,0.24565695,-0.449769764,0.673774098,-1.41346209,-0.117176181,-0.044005847
208,1.6,0.8,0.11422692,0.990376015,-0.636723892,-0.464297224,-1.617417485,0.910044851,0.47684206
209,1.8,0.8,0.2231864,0.789253513,0.103913455,-0.395969725,1.655998005,-0.438156794,1.25711312
210,2,0.8,0.558332941,0.916397781,-2.04699573,2.083873446,0.037919801,-0.767609261,0.117850034
211,2.2,0.8,0.959369031,0.266057431,-0.461854975,-0.551193584,1.003682912,0.353118827,1.307803627
212,2.4,0.8,0.211772441,0.582504386,3.072972901,-1.311083661,-1.482038028,2.824745979,4.505576614
213,2.6,0.8,0.394027086,0.736643821,1.446009079,-1.731918258,-1.102542155,0.604717468,3.741885398
214,2.8,0.8,0.751433234,0.404906459,-0.571238012,0.776831057,-1.437425655,0.732421343,1.857923609
215,3,0.8,0.778632951,0.548198521,1.123340701,-0.173913622,1.491511088,2.101864807,4.149297165
216,3.2,0.8,0.001504303,0.327899721,-1.363806328,-2.256074195,1.338131823,-0.545157879,-0.021648773
217,3.4,0.8,0.08416132,0.719663631,0.987717435,-1.168681073,1.449137506,0.230656129,3.575658135
218,3.6,0.8,0.697961165,0.881075987,0.078134598,-0.546206846,-0.017644755,0.347974073,4.388633685
219,3.8,0.8,0.047349249,0.74257088,0.864805577,0.027338438,0.226772983,-0.782064115,3.810782612
220,4,0.8,0.638013828,0.11564594,-0.95769045,-0.145732239,0.14751461,0.359838723,1.77745669
221,4.2,0.8,0.914901831,0.477910872,-0.860903368,-1.000340471,-2.712867665,1.201669844,3.443894324
222,4.4,0.8,0.787420505,0.791907693,-0.194521647,-1.245848651,-0.142991309,-2.380250518,4.778039807
223,4.6,0.8,0.987629534,0.328466031,-0.919324421,-0.182183258,-0.196736296,0.648508665,3.435779907
224,4.8,0.8,0.707611517,0.456375992,0.493271418,0.746437613,-0.649813428,0.019044808,4.722682343
225,5,0.8,0.367550122,0.418756998,0.549320665,-0.352714186,1.152324898,0.390713466,4.105629037
226,5.2,0.8,0.923198206,0.089766776,0.4860915,-1.726884458,-0.855493013,-0.769745121,4.393005628
227,5.4,0.8,0.468564933,0.961475252,1.045575303,-2.085255088,-1.079550193,-0.821461088,6.258323657
228,5.6,0.8,0.016945543,0.653743945,0.087379828,0.050340853,1.228033133,0.945940906,3.689779083
229,5.8,0.8,0.21909183,0.052419789,-0.733966814,-0.92839744,1.028423343,-1.600475394,1.809825671
230,6,0.8,0.377495772,0.305247203,2.027624373,-1.026110877,-1.629163099,0.993829967,5.488878366
231,6.2,0.8,0.880833263,0.3374668,-1.478136744,-0.034576191,-0.604851659,0.715493749,2.991375439
232,6.4,0.8,0.618285857,0.436808725,1.07637638,0.355984155,-0.149662354,0.076633333,5.231203704
233,6.6,0.8,0.840624366,0.086056729,-0.462928058,-2.185825006,1.10915968,0.830601745,3.214017092
234,6.8,0.8,0.314925229,0.031875955,-0.023325276,0.096741495,1.394697496,-1.029496349,2.489973863
235,7,0.8,0.561604063,0.365303802,-0.166051795,-2.221119908,1.714543095,0.245336271,3.446838414
236,7.2,0.8,0.765390799,0.275112243,-0.543063519,-0.293994662,0.666274773,0.199138356,3.100429585
237,7.4,0.8,0.898197244,0.063962517,0.573958495,-0.110696966,-1.297196048,1.184951472,3.84490496
238,7.6,0.8,0.442648376,0.659359559,-0.615395626,-0.00964787,-0.610089914,-1.00141809,2.97944872
239,7.8,0.8,0.042064078,0.259741189,-0.778790444,-2.077817714,-2.312060415,-0.153818207,1.180037677
240,8,0.8,0.657533607,0.247172407,0.086073743,0.412310775,-1.335990891,0.186531396,2.820789819
241,8.2,0.8,0.670807631,0.400511484,0.970856848,-0.142022917,-0.219460196,-0.11245157,3.812026466
242,8.4,0.8,0.636633371,0.71893353,0.210226003,1.353069267,-0.630181309,0.970500087,3.348010469
243,8.6,0.8,0.096551459,0.823139248,0.65753558,0.085483111,1.351311899,-1.462860442,2.960979235
244,8.8,0.8,0.053744074,0.650770768,-1.087313078,2.051415548,1.190170215,-1.219187512,0.631345471
245,9,0.8,0.503884637,0.584614115,-0.949930625,-0.370796042,-0.559185803,1.250875852,1.004068674
246,9.2,0.8,0.530521418,0.956327558,-0.739922793,-1.064664553,-0.787170962,-0.066277451,1.513433175
247,9.4,0.8,0.030513924,0.882293289,-0.064459541,0.995670116,0.729197278,0.531545616,1.201944816
248,9.6,0.8,0.781514679,0.837625922,0.523726145,1.612635375,1.287429751,-0.058675736,2.280069298
249,9.8,0.8,0.49480812,0.297822269,0.723018218,0.240121149,3.440619695,-0.393212105,1.259571006
250,0,1,0.803557271,0.494101712,-0.897512695,1.22313097,1.091020762,-0.272679208,-1.371233412
251,0.2,1,0.910539697,0.504379182,1.328786678,0.455461338,0.116775687,-0.241475565,1.189187735
252,0.4,1,0.336170473,0.578833192,-0.459558924,0.287834108,-0.513452784,0.787986808,-0.890928367
253,0.6,1,0.195217179,0.200584013,-0.325000367,-0.414904933,-0.671675391,-2.283690504,-1.234934138
254,0.8,1,0.306953214,0.005980892,1.833238863,-1.774833644,0.254673734,-0.370716595,0.925079945
255,1,1,0.475372622,0.358638898,-0.628602275,-1.107274957,0.636973443,0.458326472,-0.585713795
256,1.2,1,0.687036502,0.908005134,0.255602124,2.754521498,0.903888499,-0.427978182,1.760307269
257,1.4,1,0.755456128,0.673529334,-0.422409578,0.734421847,0.746795844,-0.734868946,1.029891389
258,1.6,1,0.727034591,0.603218977,1.090623496,0.295956509,-0.233467072,-2.871884663,2.635227697
259,1.8,1,0.305469647,0.59256939,0.245290654,1.443638154,-1.403667205,-1.345994638,1.404155016
260,2,1,0.254856989,0.900993266,0.681725362,-0.890267934,-0.228938538,-1.97742272,2.665551095
261,2.2,1,0.682296878,0.511022319,1.77877816,-0.466493535,-0.32193332,-0.286101169,3.830682578
262,2.4,1,0.414255816,0.895342287,0.569121925,1.106396171,0.501488474,-1.546372392,3.317857644
