id,u,v,x1,x2,r,x3,x4,x5,y
65,3,0.2,0.187625196,0.600620164,-1.170887696,-1.891212594,0.805423022,-1.352154364,0.07122352
66,3.2,0.2,0.965932267,0.252380617,0.165806547,-1.146586008,-0.019769533,0.356773695,2.589860102
67,3.4,0.2,0.515988365,0.730151681,-1.371201932,-1.001518307,-0.416067226,-0.075281356,1.087133282
68,3.6,0.2,0.684650156,0.213709205,0.273799823,-0.351373527,-0.994014729,-0.034151602,2.564648386
69,3.8,0.2,0.681152271,0.802576187,1.314449879,1.812570818,1.612381621,-0.425343404,4.609653645
70,4,0.2,0.935357859,0.365745957,-0.890626157,1.206694881,0.116932923,-1.453656846,2.495686178
71,4.2,0.2,0.172381751,0.650734071,-0.879701824,-1.069334656,-0.274882315,-0.414559591,1.58441152
72,4.4,0.2,0.292719964,0.51829414,-1.218632342,-0.617387334,1.660291547,1.885869715,1.458823959
73,4.6,0.2,0.288279103,0.656135583,-0.863019884,-1.739070892,0.204313777,-0.200046282,2.140933536
74,4.8,0.2,0.832599127,0.972452446,0.053846786,0.030668619,-1.29814071,0.211906216,4.711101452
75,5,0.2,0.254210487,0.702146574,-0.576419906,-0.385536948,0.590574785,0.918698945,2.658126886
76,5.2,0.2,0.620986245,0.138069931,-0.528150356,-0.131712973,-0.281509386,0.352213203,2.74174881
77,5.4,0.2,0.126391705,0.348753448,1.177143206,-1.63476644,0.610578489,0.628390028,3.821751078
78,5.6,0.2,0.911283314,0.284751673,-0.165622787,2.090566923,0.742036415,2.356556392,3.992921759
79,5.8,0.2,0.5594381,0.319917814,0.879616212,-0.739907146,0.279447639,0.202955353,4.411689288
80,6,0.2,0.152176845,0.495456707,0.938469543,1.635367953,-0.127993295,-0.883177781,3.916981857
81,6.2,0.2,0.268992144,0.913768432,0.253663921,0.313249315,0.342947083,2.002724675,4.013322756
82,6.4,0.2,0.015956039,0.920824912,-1.530219186,-2.483633696,-1.199527074,-0.27351217,1.712782073
83,6.6,0.2,0.697335827,0.567023231,-0.972960788,0.26582916,-1.420516447,-1.637686419,3.009095278
84,6.8,0.2,0.671289302,0.338038534,0.173190107,1.122560835,0.509070142,0.922242206,3.701589956
85,7,0.2,0.421258993,0.87531205,-0.349741469,1.539487584,0.760819816,0.212378517,3.324266168
86,7.2,0.2,0.771672948,0.637273568,-0.273243302,-0.115371681,0.565297941,0.952914552,3.57251092
87,7.4,0.2,0.763322025,0.661439032,0.916680746,-0.096757906,-0.255072183,-1.83021367,4.614461028
88,7.6,0.2,0.129190777,0.852755533,-0.167465914,-1.28048474,-0.058417313,-1.125840041,2.52579254
89,7.8,0.2,0.814036336,0.637593104,-0.257289882,-0.496883793,0.030686933,1.457629478,3.10899005
90,8,0.2,0.373785647,0.604150165,-1.23312811,0.214772049,-0.832246265,-1.362003453,1.175183535
91,8.2,0.2,0.556756885,0.082032116,-0.623011375,0.67808978,0.773889265,0.351648561,1.215001207
92,8.4,0.2,0.36494143,0.197705427,0.382164644,-0.89526338,-1.330187573,0.227243501,1.858711626
93,8.6,0.2,0.416853536,0.027787169,-0.237371421,1.292027888,-1.239849091,0.411227735,0.8933189
94,8.8,0.2,0.57286669,0.823245356,-0.800218363,0.239573623,0.481436855,0.153821745,1.247934853
95,9,0.2,0.618655624,0.85451751,0.472151739,-1.835799494,-0.270812966,-0.449769188,2.360540623
96,9.2,0.2,0.995704512,0.789192809,1.203346328,0.258610002,0.526827747,0.87113135,3.227277595
97,9.4,0.2,0.938880487,0.491136373,1.316676049,1.187846789,1.531102842,-0.30902109,2.66513196
98,9.6,0.2,0.62844545,0.580090265,1.040908437,1.466573491,0.42066803,-1.320142455,1.864517316
99,9.8,0.2,0.958018776,0.008604005,0.940777782,0.106529861,0.458579258,0.053985103,1.275332655
100,0,0.4,0.214457934,0.661843426,0.226229391,-0.73072177,1.694707864,0.35154835,-0.855455516
101,0.2,0.4,0.559454424,0.189977301,0.784137623,0.443752478,-0.701133349,-0.838260017,-0.330656258
102,0.4,0.4,0.247781454,0.490114902,-2.232222667,0.392528717,-0.201620841,-1.408346749,-3.245679264
103,0.6,0.4,0.683073083,0.59845883,2.618710654,-1.719693163,0.903845638,0.285559123,2.37392756
104,0.8,0.4,0.949045942,0.407093771,1.2605861,0.670991392,0.068281243,1.072438097,1.287077009
105,1,0.4,0.393536176,0.825929982,-0.605189484,1.814158387,-0.630785505,0.261029853,-0.570952875
106,1.2,0.4,0.552212842,0.654975348,0.494566553,0.0005067,-0.161754929,-1.676558783,0.713832904
107,1.4,0.4,0.782357666,0.276353894,0.029099231,-0.111270665,0.535900337,-0.473033089,0.263760421
108,1.6,0.4,0.926822783,0.422371993,0.790861088,-2.09768714,1.150408338,-2.269923235,1.658509021
109,1.8,0.4,0.12664058,0.417107645,-0.229169139,-0.607776317,0.209646389,-0.569682496,-0.356026216
110,2,0.4,0.306759085,0.985411478,-0.137221486,-0.987272439,-1.068881646,-1.251034919,1.067974918
111,2.2,0.4,0.84525077,0.470860351,0.55058558,0.668113249,-1.177227242,-1.392323605,2.082348332
112,2.4,0.4,0.946693668,0.122103947,2.139309565,-0.271563571,-0.634217378,-0.908821596,3.542354846
113,2.6,0.4,0.294739904,0.670083754,-0.044055646,0.495299893,-0.451743943,1.676079684,1.348089762
114,2.8,0.4,0.727237831,0.867351229,-0.544206846,0.662259359,0.714557576,-0.041045802,2.156120426
115,3,0.4,0.078780944,0.002237658,0.109230913,0.970011513,-0.748945481,0.357799595,0.46386391
116,3.2,0.4,0.844271962,0.203751659,-0.085168919,-0.124687691,0.587599,0.624754105,2.207396903
117,3.4,0.4,0.799192081,0.056648816,0.534364886,1.556172507,1.631689129,-0.199178054,2.71470862
118,3.6,0.4,0.00174631,0.04532798,0.220264352,0.719604665,0.343607179,0.297308513,1.076018791
119,3.8,0.4,0.944933163,0.109826721,0.86715985,-0.580254816,0.78375535,1.689866622,3.823782246
120,4,0.4,0.985014261,0.682813481,0.422666275,0.226841671,0.814515857,-0.198243219,4.641341648
121,4.2,0.4,0.269047078,0.033488179,3.073278117,1.71525203,0.160834872,-1.345387479,4.934194822
122,4.4,0.4,0.308759656,0.940855864,0.469873813,-0.581775813,1.079989016,0.233011058,4.151659009
123,4.6,0.4,0.117151837,0.541475515,0.219799641,-0.062761195,0.214145829,-1.571317922,2.956811987
124,4.8,0.4,0.540157695,0.519294463,1.753039922,-0.483173018,0.278738919,0.733725238,5.411347113
125,5,0.4,0.686748522,0.611730197,1.410348107,-0.386563626,-0.224299191,-0.927704886,5.625864108
126,5.2,0.4,0.243077776,0.562768914,1.27294833,0.333689694,1.148411492,-0.007344058,4.600083459
127,5.4,0.4,0.630529929,0.976248567,-0.168685018,-0.299454177,-0.88516642,-0.341772727,4.718279011
128,5.6,0.4,0.667528063,0.401040714,-0.036459997,-0.324010414,0.531594569,1.545648648,3.948023817
129,5.8,0.4,0.697241453,0.042008085,-1.527411889,-0.835465391,1.017618757,0.697184519,1.903567119
130,6,0.4,0.713403612,0.143705742,-1.207422335,-0.25381338,1.044034619,0.52255251,2.42850014
131,6.2,0.4,0.886697135,0.984585106,0.042270686,-1.401847126,0.62522826,3.522604578,5.434052468
132,6.4,0.4,0.210545437,0.780934403,0.239814868,-1.529430358,-0.19300317,-0.354345297,3.934788636
133,6.6,0.4,0.804880907,0.468046328,-1.311683845,-0.06063227,2.347937441,1.61571028,2.897509092
134,6.8,0.4,0.765489353,0.261640615,0.590195338,-0.555429531,-0.040675489,-0.924659876,4.281603467
135,7,0.4,0.61089367,0.288870712,-1.051473758,-0.756520559,1.375605433,1.485723761,2.289948365
136,7.2,0.4,0.473849725,0.689012387,-1.358213415,0.221438518,-1.042923885,0.797049739,2.258578065
137,7.4,0.4,0.470608516,0.822888857,1.297106258,0.328386906,0.658979425,-0.494478106,4.966211327
138,7.6,0.4,0.510536359,0.789184965,-0.773039389,0.202863828,0.835314911,-0.630382911,2.733490086
139,7.8,0.4,0.613177575,0.707421883,-1.408390534,1.855738795,0.328529177,0.347825304,1.945997036
140,8,0.4,0.937674844,0.961863403,0.345634442,-1.068956842,0.854501814,-1.92912473,4.380091195
141,8.2,0.4,0.550580753,0.186771969,0.760409995,0.938510333,-1.383376386,-0.549214683,2.824373053
142,8.4,0.4,0.355607172,0.151411846,0.703009176,-0.357376317,0.798665321,-0.338132473,2.216084799
143,8.6,0.4,0.556999543,0.862163977,-0.768740598,-2.510999205,-1.010527482,1.661288721,1.793493341
144,8.8,0.4,0.067805325,0.528694014,-0.275848133,-1.177632395,0.457422705,1.518963937,0.918743218
145,9,0.4,0.884440598,0.986555743,0.306999147,0.430681103,-1.212818553,-0.531353548,2.926148443
146,9.2,0.4,0.835196644,0.838877861,0.500234692,-0.291645088,0.023682759,1.815758316,2.579060516
147,9.4,0.4,0.377817794,0.484179388,0.866869268,0.843917842,-2.398991096,-0.36980307,1.699307387
148,9.6,0.4,0.975811167,0.621453396,0.099975531,0.53780251,-1.133897102,1.248442001,1.510394097
149,9.8,0.4,0.871650509,0.466779491,-0.851898378,-0.189995342,0.850282906,-0.487160079,-0.002187775
150,0,0.6,0.07739253,0.293573626,0.61909479,0.225073556,-0.916288129,-1.540970459,-0.913422921
151,0.2,0.6,0.765909216,0.733138599,0.671608433,0.926442191,0.176719161,0.818399925,0.434507736
152,0.4,0.6,0.142798824,0.458111679,0.459834168,-0.329201312,-0.516896649,-0.254099069,-0.597127814
153,0.6,0.6,0.160649924,0.769771788,-0.689200797,0.191923119,0.841235938,-0.280107701,-1.18979393
154,0.8,0.6,0.885794507,0.339578814,-1.078827298,-1.673811247,-0.312690556,1.498145941,-1.077113763
155,1,0.6,0.431730289,0.981208995,0.78160135,-3.285957331,0.321205763,-0.115734198,1.304541286
156,1.2,0.6,0.102414206,0.282249251,1.449223632,-1.971919273,0.420044705,1.195026714,0.729408765
157,1.4,0.6,0.304090217,0.451227642,-0.120080001,0.226994462,-0.672994819,1.374413656,-0.119712784
158,1.6,0.6,0.532775746,0.769842148,0.529373406,-0.23561593,-0.737321145,-1.544432599,1.582555835
159,1.8,0.6,0.650936119,0.71113407,-0.049376282,-0.020013389,-0.720394794,-0.18037157,1.329252082
160,2,0.6,0.72996498,0.262059065,-0.10907672,-0.136555529,0.582270786,-0.374394958,0.870231981
161,2.2,0.6,0.529005293,0.141169134,-0.414234103,0.445100999,-0.569327046,1.350680518,0.256785868
162,2.4,0.6,0.017047671,0.694497269,1.265649618,0.207287528,-1.349800189,-1.116927981,2.309459538
163,2.6,0.6,0.296608698,0.568208057,0.739412066,-0.085852178,-1.564269803,1.218183136,2.245638398
164,2.8,0.6,0.141364703,0.072486585,0.033345326,0.004052764,-0.334074178,1.460216685,0.545132261
165,3,0.6,0.747149826,0.160518059,0.569367058,-0.363528587,0.250473189,-0.586331046,2.533220774
166,3.2,0.6,0.369182644,0.935727897,2.732742902,-1.06623102,-1.353755074,-0.109536794,5.758913323
167,3.4,0.6,0.825496671,0.058317482,1.314465664,0.230138815,0.268399071,0.79015261,3.64356812
168,3.6,0.6,0.89169266,0.704803505,-1.851183445,0.008781401,0.157295061,-0.750094641,2.12059353
169,3.8,0.6,0.190733379,0.987861302,-1.881467775,-0.46358748,0.252776692,-1.183882636,1.539294169
170,4,0.6,0.756382392,0.67195693,-1.376461146,0.384157194,1.076479368,0.158272397,2.661062191
171,4.2,0.6,0.363254095,0.693414195,0.436288636,1.413717657,1.745658173,0.288580482,3.923135857
172,4.4,0.6,0.520614278,0.300504823,-1.503713788,-0.219309635,0.289605935,-0.07693753,1.611602106
173,4.6,0.6,0.806389412,0.589551474,-2.609179154,-0.134042189,-1.014201599,-0.129561649,1.813577146
174,4.8,0.6,0.204360536,0.702659814,1.281847482,-0.794396537,-1.372826858,1.012018908,4.869193285
175,5,0.6,0.188471187,0.994947451,0.861872621,0.731271287,-0.896689348,-0.459170266,5.134737876
176,5.2,0.6,0.653491686,0.269938168,0.246150238,1.218757211,0.865962413,-2.851456398,3.973763169
177,5.4,0.6,0.249123926,0.547363812,-0.772115854,1.646641759,0.060977258,0.060175289,2.801180947
178,5.6,0.6,0.930833415,0.669608978,0.780987927,0.591663101,0.05762643,1.133816789,5.988305336
179,5.8,0.6,0.166500234,0.101324069,2.061564661,-0.948084971,1.09206152,1.475986392,4.590200675
180,6,0.6,0.468547251,0.84116431,-1.274902695,-1.411465307,0.282013827,-1.416368286,3.383004529
181,6.2,0.6,0.245157778,0.461835141,1.481015486,0.027559892,1.538516551,-1.66354229,4.893675171
182,6.4,0.6,0.268063439,0.729885478,-0.998881523,-0.446789052,0.862792379,-0.381423639,2.960208057
183,6.6,0.6,0.032377928,0.048864462,-1.355180639,1.087757806,2.100134306,-0.479644912,0.723923532
184,6.8,0.6,0.448674008,0.61757912,-0.175996798,-0.09591675,1.699331213,-0.712232567,3.727036143
185,7,0.6,0.729133426,0.76464635,0.457955217,-1.303882866,1.064508821,0.816205617,5.035232125
186,7.2,0.6,0.714241181,0.002107957,-0.631312393,-0.296153998,0.782510444,-0.544964139,2.313291148
187,7.4,0.6,0.262823861,0.283553421,0.923608451,-0.162902684,-0.369733475,-0.936319436,3.483385995
188,7.6,0.6,0.225094509,0.329472715,-1.220016142,-1.469440732,-0.698729897,0.354197683,1.213741443
189,7.8,0.6,0.697198587,0.911590957,-0.322859767,1.201156833,-1.151430247,-0.19897624,3.746422995
190,8,0.6,0.7937377,0.99717553,-0.375279567,0.288121829,1.912987389,-1.399380735,3.763573164
191,8.2,0.6,0.196256159,0.342540219,0.832632994,-0.514130626,-0.323155861,-0.959553499,2.719317196
192,8.4,0.6,0.055878031,0.575013953,0.295499639,1.100767906,-0.965567809,1.339019796,2.152575722
193,8.6,0.6,0.73947038,0.85026039,0.077478702,0.171225937,-0.295809581,-0.826390701,3.10833797
194,8.8,0.6,0.324061223,0.712603266,0.328736485,-1.08611039,-0.141214052,-1.654366345,2.315867707
195,9,0.6,0.017749412,0.445750825,0.256443581,0.572415767,1.026684562,1.514532183,1.218993722
196,9.2,0.6,0.856218261,0.285963516,-0.417158985,1.361266631,0.144660473,0.073981693,1.143334354
197,9.4,0.6,0.23356861,0.27857307,-0.561465418,-0.301395875,-1.157908538,0.420585661,-0.001625621
198,9.6,0.6,0.990859227,0.448870875,-0.042644023,0.349643447,0.196732779,0.181737262,1.330828089
199,9.8,0.6,0.869540331,0.099197876,-0.275359678,-1.56587198,-1.418173286,1.161066796,0.305061569
200,0,0.8,0.672559065,0.316230568,-0.406966387,-0.609418759,0.753984636,-2.539038861,-1.266397349
201,0.2,0.8,0.600119075,0.623989659,-0.289646937,-0.307218868,1.100819188,0.697570311,-0.720543012
202,0.4,0.8,0.509307791,0.502560934,0.694424293,0.328602203,0.704791419,-0.862890461,0.217526998
203,0.6,0.8,0.358139684,0.546143738,-0.540869426,1.183651773,-0.602701129,0.299906304,-0.940390262
204,0.8,0.8,0.806609038,0.755428813,-1.005769454,0.005534688,0.916342332,0.028860673,-0.360248459
205,1,0.8,0.266500423,0.833439022,-1.707951682,0.030519694,0.199125123,-0.381467435,-1.377950891
206,1.2,0.8,0.014748158,0.447767499,1.841788279,-1.498152242,-0.313433735,-1.586427093,1.446252271
207,1.4,0.8,0.841776449,0.940611259,-1.320254725,-0.342691537,0.897399377,-1.330457986,0.473027893
208,1.6,0.8,0.458318403,0.722184237,-0.922276034,0.395078043,-1.130565393,0.498780322,0.209913878
209,1.8,0.8,0.869622159,0.680985344,1.457188733,0.170970054,-0.806682951,1.488480196,3.380532133
210,2,0.8,0.57049157,0.843005409,-2.301678519,1.231507824,0.79238795,-0.101819567,-0.260443306
211,2.2,0.8,0.611495745,0.611284459,0.116596313,0.419664917,-1.1667094,0.581741538,2.02160572
212,2.4,0.8,0.570935533,0.168106331,2.028693595,-1.120806314,-0.133908948,-0.681743259,3.195591055
213,2.6,0.8,0.703915505,0.138565228,-1.465633285,0.530252458,-0.854602049,0.614928713,0.080682029
214,2.8,0.8,0.774720514,0.659257495,-1.370419129,1.888441544,-1.486075943,0.234699815,1.655512323
215,3,0.8,0.501564491,0.999805401,-0.620467107,-0.136974409,0.995904999,1.810446511,2.922982175
216,3.2,0.8,0.057975478,0.423073671,-0.540835956,-1.655018021,0.153999141,-0.022013933,1.120812374
217,3.4,0.8,0.156064145,0.674791383,-0.617777253,-0.533627956,0.821389839,1.607714405,1.998655759
218,3.6,0.8,0.124519115,0.644217027,-0.519548088,1.158996922,-0.582932553,-0.901920028,2.158478118
219,3.8,0.8,0.030908699,0.621911783,1.283280379,-0.388105805,-0.001435793,-0.059602466,3.910008397
220,4,0.8,0.357393298,0.460964725,-0.160018058,-0.624938129,-0.865637822,-0.064187737,2.869734444
221,4.2,0.8,0.803861893,0.725660279,0.563561665,1.532153764,-0.545475193,0.635914415,5.256357071
222,4.4,0.8,0.579973803,0.798099168,2.374522738,1.064450701,-0.324000187,-0.266273215,6.957556645
223,4.6,0.8,0.588731891,0.40560529,-1.220077785,-1.243959794,-1.939792519,1.246071305,2.542870323
224,4.8,0.8,0.672217606,0.455867064,-0.624726171,-0.349075072,-0.153014683,0.721124937,3.533821865
225,5,0.8,0.109015943,0.142372792,1.110136692,1.185083302,0.184269379,0.818687032,3.474277277
226,5.2,0.8,0.506014265,0.168860389,2.035698608,-1.207723455,-0.355387443,-0.042722556,5.317507801
227,5.4,0.8,0.631037532,0.726465901,-0.408373255,1.500048647,1.222663635,1.933335312,4.544205636
228,5.6,0.8,0.358929894,0.439014468,0.969640632,-0.037883089,0.52544302,-0.045435058,4.712947347
229,5.8,0.8,0.604509989,0.491456127,1.173640967,1.365338759,2.241388221,0.922773186,5.532806063
230,6,0.8,0.429063162,0.103480544,-1.485953643,-0.776362818,0.66062199,-0.202275747,1.587403998
231,6.2,0.8,0.889340171,0.250492519,0.177117985,-0.117507827,1.112019395,0.938514763,4.455153221
232,6.4,0.8,0.708834696,0.491616656,-0.50870533,-0.571821736,-0.386219495,-1.43102636,3.944917222
233,6.6,0.8,0.50083244,0.09795493,-1.353514533,-0.522698648,0.785535217,-0.827779115,1.724170848
234,6.8,0.8,0.489922976,0.65474011,1.771945368,0.294635081,0.955547569,1.711949138,6.023395512
235,7,0.8,0.265296771,0.107920335,-0.351137041,0.088875984,-2.638763789,0.138243192,2.159404303
236,7.2,0.8,0.856271516,0.429377657,0.778368872,0.254531129,-0.308686457,-0.553904748,4.917293972
237,7.4,0.8,0.244942192,0.224157861,0.185173157,0.171716186,-0.637538199,-0.624397436,2.688858171
238,7.6,0.8,0.579209119,0.148908886,1.715846711,-0.706458978,-2.268285012,-0.575962896,4.477783758
239,7.8,0.8,0.492377191,0.345521269,1.732587877,1.311397924,1.026933942,0.690519242,4.587072704
240,8,0.8,0.432213865,0.564938043,-1.142123988,0.914865839,0.176844516,1.333174298,1.859037844
241,8.2,0.8,0.005579031,0.112290447,1.63306797,-0.848568505,-0.812660628,-0.800673744,2.934756111
242,8.4,0.8,0.290953489,0.175357528,-0.341650876,1.96351127,-0.440703916,-1.787419749,1.321047974
243,8.6,0.8,0.642534731,0.915103732,-0.929288137,-1.292746515,0.305251839,-1.178406328,2.292613597
244,8.8,0.8,0.544896383,0.578994516,-0.269433156,0.442428658,-1.710122556,1.558065807,1.9893477
245,9,0.8,0.652014299,0.572384238,1.099417064,-1.353456958,0.226301944,0.393633599,3.223956108
246,9.2,0.8,0.28121744,0.196894046,0.453614071,0.359370883,-1.119816338,-0.883838045,1.314959837
247,9.4,0.8,0.665387535,0.110885057,-0.218732107,-0.846748185,0.594261313,0.755350429,0.753983646
248,9.6,0.8,0.335248059,0.070348479,-0.87679657,0.62303946,0.559847164,-2.007755818,-0.549390047
249,9.8,0.8,0.534200047,0.050799229,0.913944212,-2.004133122,1.72852188,1.267305837,1.215594113
250,0,1,0.776306677,0.0553632,-1.442673991,-0.116909924,-1.400067017,0.9799267,-2.381050075
251,0.2,1,0.982867913,0.22096391,2.338066376,-1.852668972,-1.339451954,-0.250379068,1.948386345
252,0.4,1,0.686008559,0.264574999,-0.286545106,-0.243611576,0.85367684,-0.437299104,-0.742496717
253,0.6,1,0.96398189,0.488926419,1.350869223,0.255015726,1.518516878,0.631070054,1.72155877
254,0.8,1,0.182877698,0.219293274,0.080905269,1.926084728,1.069475568,1.070999119,-0.649761924
255,1,1,0.139919776,0.134616931,0.388298347,1.383497196,-0.187300738,0.375396545,-0.36069662
256,1.2,1,0.045111482,0.010793322,0.857865362,0.438276646,-1.807856657,0.877001647,-0.063624723
257,1.4,1,0.122194932,0.585375339,-0.195672772,-0.266031015,1.230712017,-0.121947644,0.220158575
258,1.6,1,0.650318708,0.345688379,-1.08591102,0.58205189,0.027143201,1.467333668,-0.157963926
259,1.8,1,0.801030741,0.358162405,-0.235317271,-0.669932062,-1.304109249,-0.915989184,1.176872637
260,2,1,0.866451705,0.508279441,0.914585403,2.229854403,-0.574524972,-0.271523781,2.994438479
261,2.2,1,0.777435282,0.795987084,0.035352735,-0.20226308,0.716479114,-0.496332461,2.875427086
262,2.4,1,0.523974924,0.925017476,-0.560807766,-0.541645078,-0.095910701,-0.924036806,2.436031944
